time,Phi,dPhi_dt,Energy,Fragmentation,Ricci,Betti1,PermEntropy
2434.0,0.2,-0.001,7.389,14.2,2.0,13.0,0.66
2436.0,0.2,-0.001,7.389,18.15,0.985,18.0,0.67
2438.0,0.2,-0.001,7.389,11.33,-0.856,13.0,0.66
2440.0,0.2,-0.001,7.389,12.07,-0.244,13.0,0.64
2442.0,0.202,0.03,6.355,5.22,-0.185,6.0,0.62
2444.0,0.201,-0.005,7.389,8.72,0.264,9.0,0.61
2446.0,0.201,-0.004,7.389,11.24,-0.136,12.0,0.63
2448.0,0.201,-0.004,7.389,14.19,0.971,14.0,0.66
2450.0,0.201,-0.003,7.389,10.79,-0.41,12.0,0.66
2452.0,0.201,-0.003,7.389,7.85,-0.33,9.0,0.66
2454.0,0.201,-0.002,7.389,12.01,-0.193,13.0,0.66
2456.0,0.201,-0.002,7.389,12.23,0.027,13.0,0.66
2458.0,0.2,-0.001,7.389,6.29,0.106,7.0,0.66
2460.0,0.2,-0.001,7.389,8.72,-0.426,10.0,0.67
2462.0,0.2,-0.001,7.389,7.78,-1.381,10.0,0.67
2464.0,0.2,-0.001,7.389,10.01,-0.071,11.0,0.68
2466.0,0.2,-0.0,7.389,5.09,-2.039,8.0,0.67
2468.0,0.2,-0.001,7.389,8.34,-0.861,10.0,0.66
2470.0,0.2,-0.001,7.389,6.22,-2.939,10.0,0.67
2472.0,0.2,-0.001,7.389,12.15,1.022,12.0,0.67
2474.0,0.2,-0.001,7.389,12.26,1.074,12.0,0.66
2476.0,0.2,-0.0,7.389,11.56,0.415,12.0,0.67
2478.0,0.2,-0.0,7.389,8.43,-1.715,11.0,0.67
2480.0,0.2,-0.0,7.389,12.97,0.825,13.0,0.67
2482.0,0.2,-0.0,7.389,15.51,-0.592,17.0,0.68
2484.0,0.2,-0.0,7.389,12.42,-0.652,14.0,0.68
2486.0,0.2,-0.0,7.389,6.88,-2.204,10.0,0.68
2488.0,0.2,-0.0,7.389,9.02,-0.117,10.0,0.67
2490.0,0.2,-0.0,7.389,12.19,0.018,13.0,0.67
2492.0,0.2,-0.0,7.389,12.09,0.96,12.0,0.67
2494.0,0.2,-0.0,7.389,13.28,-0.938,15.0,0.66
2496.0,0.2,-0.0,7.389,13.08,-1.164,15.0,0.65
2498.0,0.2,-0.0,7.389,9.31,-0.937,11.0,0.65
2500.0,0.2,-0.0,7.389,12.34,0.031,13.0,0.64
2502.0,0.2,-0.0,7.389,10.34,-0.961,12.0,0.64
2504.0,0.2,-0.0,7.389,9.82,-2.468,13.0,0.64
2506.0,0.2,-0.0,7.389,11.16,-1.129,13.0,0.64
2508.0,0.2,0.0,7.389,7.33,-0.977,9.0,0.64
2510.0,0.2,0.0,7.389,7.24,-1.918,10.0,0.67
2512.0,0.2,-0.0,7.389,16.15,2.0,15.0,0.67
2514.0,0.2,-0.0,7.389,14.3,1.098,14.0,0.66
2516.0,0.2,-0.0,7.389,15.14,2.0,14.0,0.67
2518.0,0.2,-0.0,7.389,12.63,-1.544,15.0,0.66
2520.0,0.2,-0.0,7.389,9.45,-0.72,11.0,0.67
2522.0,0.2,-0.0,7.389,10.2,-1.081,12.0,0.64
2524.0,0.2,-0.0,7.389,14.42,0.139,15.0,0.64
2526.0,0.2,-0.0,7.389,15.1,-0.091,16.0,0.66
2528.0,0.2,-0.0,7.389,12.32,0.158,13.0,0.67
2530.0,0.2,0.0,7.389,8.65,-1.535,11.0,0.66
2532.0,0.2,0.0,7.389,8.31,1.063,8.0,0.65
2534.0,0.2,-0.0,7.389,9.11,0.869,9.0,0.65
2536.0,0.2,0.0,7.389,8.33,1.158,8.0,0.67
2538.0,0.2,-0.0,7.389,14.49,-0.673,16.0,0.67
2540.0,0.2,-0.0,7.389,11.36,0.202,12.0,0.67
2542.0,0.2,-0.0,7.389,9.47,-1.733,12.0,0.66
2544.0,0.2,0.0,7.389,7.46,-1.782,10.0,0.65
2546.0,0.2,-0.0,7.389,10.89,-2.334,14.0,0.66
2548.0,0.2,-0.0,7.389,13.7,-2.464,17.0,0.67
2550.0,0.2,-0.0,7.389,15.22,1.021,15.0,0.66
2552.0,0.2,-0.0,7.389,12.54,0.357,13.0,0.66
2554.0,0.2,-0.0,7.389,15.97,0.924,16.0,0.69
2556.0,0.2,-0.0,7.389,18.03,2.0,17.0,0.69
2558.0,0.2,-0.0,7.389,14.35,0.158,15.0,0.66
2560.0,0.2,-0.0,7.389,18.27,1.054,18.0,0.66
2562.0,0.2,-0.0,7.389,16.21,0.017,17.0,0.66
2564.0,0.2,-0.0,7.389,12.28,-0.829,14.0,0.68
2566.0,0.2,-0.0,7.389,10.43,-0.741,12.0,0.67
2568.0,0.2,-0.0,7.389,11.04,-0.152,12.0,0.66
2570.0,0.2,0.0,7.389,9.2,1.02,9.0,0.66
2572.0,0.2,-0.0,7.389,12.23,-0.876,14.0,0.68
2574.0,0.2,-0.0,7.389,12.13,1.041,12.0,0.68
2576.0,0.2,-0.0,7.389,11.47,-0.668,13.0,0.67
2578.0,0.2,-0.0,7.389,11.12,0.014,12.0,0.68
2580.0,0.2,-0.0,7.389,11.07,2.0,10.0,0.69
2582.0,0.2,0.0,7.389,7.13,0.074,8.0,0.69
2584.0,0.2,-0.0,7.389,10.76,-0.239,12.0,0.7
2586.0,0.2,-0.0,7.389,13.9,0.827,14.0,0.68
2588.0,0.2,-0.0,7.389,11.73,-0.367,13.0,0.68
2590.0,0.2,-0.0,7.389,11.86,-0.245,13.0,0.68
2592.0,0.2,-0.0,7.389,13.03,0.949,13.0,0.68
2594.0,0.2,-0.0,7.389,9.99,-1.238,12.0,0.65
2596.0,0.2,0.0,7.389,9.35,-0.954,11.0,0.64
2598.0,0.2,0.0,7.389,7.41,0.004,8.0,0.62
2600.0,0.2,0.0,7.389,8.23,-0.099,9.0,0.63
2602.0,0.2,-0.0,7.389,12.32,-0.936,14.0,0.65
2604.0,0.2,-0.0,7.389,11.21,2.0,10.0,0.66
2606.0,0.2,-0.0,7.389,10.31,1.133,10.0,0.67
2608.0,0.2,-0.0,7.389,12.3,1.082,12.0,0.66
2610.0,0.2,-0.0,7.389,12.34,1.19,12.0,0.67
2612.0,0.2,0.0,7.389,8.53,-1.539,11.0,0.69
2614.0,0.2,-0.0,7.389,12.12,0.076,13.0,0.69
2616.0,0.2,0.0,7.389,9.11,-0.96,11.0,0.69
2618.0,0.2,-0.0,7.389,11.3,0.239,12.0,0.69
2620.0,0.2,-0.0,7.389,13.14,2.0,12.0,0.67
2622.0,0.2,-0.0,7.389,14.13,2.0,13.0,0.67
2624.0,0.2,-0.0,7.389,18.09,2.0,17.0,0.68
2626.0,0.2,-0.0,7.389,19.54,-1.558,22.0,0.68
2628.0,0.2,-0.0,7.389,12.08,-0.962,14.0,0.69
2630.0,0.2,0.0,7.389,9.97,-1.125,12.0,0.68
2632.0,0.2,-0.0,7.389,13.99,-1.124,16.0,0.68
2634.0,0.2,-0.0,7.389,11.42,0.294,12.0,0.67
2636.0,0.2,0.0,7.389,8.48,0.235,9.0,0.65
2638.0,0.2,0.0,7.389,9.37,-1.911,12.0,0.64
2640.0,0.2,-0.0,7.389,11.31,-0.106,12.0,0.62
2642.0,0.2,-0.0,7.389,12.68,-0.693,14.0,0.62
2644.0,0.2,-0.0,7.389,12.36,-1.011,14.0,0.63
2646.0,0.2,0.0,7.389,5.57,-1.748,8.0,0.64
2648.0,0.209,0.188,2.972,2.48,-2.814,6.0,0.64
2650.0,0.208,-0.028,7.389,5.45,-0.844,7.0,0.64
2652.0,0.207,-0.024,7.389,16.23,2.0,15.0,0.65
2654.0,0.206,-0.02,7.389,12.76,-0.409,14.0,0.67
2656.0,0.205,-0.017,7.389,10.28,0.164,11.0,0.68
2658.0,0.204,-0.015,7.389,12.0,-0.119,13.0,0.68
2660.0,0.204,-0.013,7.389,10.91,-0.249,12.0,0.67
2662.0,0.203,-0.011,7.389,12.36,-0.74,14.0,0.68
2664.0,0.203,-0.009,7.389,11.3,-0.849,13.0,0.67
2666.0,0.202,-0.008,7.389,12.95,0.831,13.0,0.68
2668.0,0.202,-0.007,7.389,10.27,0.16,11.0,0.68
2670.0,0.202,-0.006,7.389,15.25,1.102,15.0,0.67
2672.0,0.201,-0.005,7.389,14.28,1.086,14.0,0.66
2674.0,0.201,-0.004,7.389,11.12,-0.063,12.0,0.66
2676.0,0.201,-0.003,7.389,7.08,-1.139,9.0,0.66
2678.0,0.201,-0.003,7.389,11.19,-0.026,12.0,0.66
2680.0,0.201,-0.002,7.389,13.25,-0.931,15.0,0.66
2682.0,0.201,-0.002,7.389,11.75,-1.449,14.0,0.66
2684.0,0.201,-0.002,7.389,7.77,-1.393,10.0,0.67
2686.0,0.2,-0.002,7.389,14.18,2.0,13.0,0.66
2688.0,0.2,-0.001,7.389,16.17,0.935,16.0,0.65
2690.0,0.2,-0.001,7.389,13.27,1.037,13.0,0.65
2692.0,0.2,-0.001,7.389,13.12,-0.169,14.0,0.64
2694.0,0.2,-0.001,7.389,7.9,-1.348,10.0,0.65
2696.0,0.2,-0.001,7.389,7.42,1.133,7.0,0.64
2698.0,0.2,-0.001,7.389,6.91,-2.329,10.0,0.65
2700.0,0.2,-0.0,7.389,7.1,-2.177,10.0,0.65
2702.0,0.2,-0.0,7.389,12.18,-0.049,13.0,0.66
2704.0,0.2,-0.0,7.389,14.29,0.14,15.0,0.67
2706.0,0.2,-0.0,7.389,11.67,-1.448,14.0,0.68
2708.0,0.2,-0.0,7.389,11.46,-0.699,13.0,0.67
2710.0,0.2,-0.0,7.389,10.12,-0.047,11.0,0.67
2712.0,0.2,-0.0,7.389,11.3,0.169,12.0,0.67
2714.0,0.2,-0.0,7.389,14.36,-0.814,16.0,0.67
2716.0,0.2,-0.0,7.389,16.97,0.789,17.0,0.66
2718.0,0.2,-0.0,7.389,11.37,0.124,12.0,0.65
2720.0,0.2,-0.0,7.389,21.27,1.009,21.0,0.65
2722.0,0.2,-0.0,7.389,12.3,1.005,12.0,0.64
2724.0,0.2,-0.0,7.389,7.91,-2.379,11.0,0.64
2726.0,0.2,-0.0,7.389,7.5,-1.71,10.0,0.66
2728.0,0.2,-0.0,7.389,7.62,-2.566,11.0,0.66
2730.0,0.2,-0.0,7.389,12.25,0.087,13.0,0.67
2732.0,0.2,-0.0,7.389,7.88,-1.306,10.0,0.66
2734.0,0.2,-0.0,7.389,9.29,-0.986,11.0,0.64
2736.0,0.2,-0.0,7.389,7.61,-1.523,10.0,0.67
2738.0,0.2,-0.0,7.389,7.96,-0.08,9.0,0.69
2740.0,0.2,-0.0,7.389,15.1,-0.056,16.0,0.67
2742.0,0.2,-0.0,7.389,12.29,0.059,13.0,0.65
2744.0,0.2,-0.0,7.389,10.56,0.368,11.0,0.66
2746.0,0.2,-0.0,7.389,8.97,-0.095,10.0,0.69
2748.0,0.2,-0.0,7.389,12.09,0.073,13.0,0.7
2750.0,0.2,-0.0,7.389,10.91,-0.163,12.0,0.69
2752.0,0.2,-0.0,7.389,8.64,-0.528,10.0,0.67
2754.0,0.2,0.0,7.389,5.44,-3.76,10.0,0.66
2756.0,0.2,-0.0,7.389,10.25,-1.023,12.0,0.65
2758.0,0.2,-0.0,7.389,10.68,-0.655,12.0,0.63
2760.0,0.2,-0.0,7.389,11.49,0.104,12.0,0.62
2762.0,0.2,-0.0,7.389,9.34,0.029,10.0,0.64
2764.0,0.2,-0.0,7.389,8.83,-2.244,12.0,0.68
2766.0,0.2,-0.0,7.389,12.81,-0.186,14.0,0.7
2768.0,0.2,-0.0,7.389,14.61,-0.524,16.0,0.67
2770.0,0.2,-0.0,7.389,10.34,-0.902,12.0,0.65
2772.0,0.2,-0.0,7.389,15.26,-0.077,16.0,0.63
2774.0,0.2,-0.0,7.389,15.3,2.0,14.0,0.64
2776.0,0.2,-0.0,7.389,12.37,-0.91,14.0,0.64
2778.0,0.2,-0.0,7.389,11.32,1.023,11.0,0.64
2780.0,0.2,0.0,7.389,8.2,0.898,8.0,0.64
2782.0,0.2,-0.0,7.389,9.35,1.023,9.0,0.64
2784.0,0.2,-0.0,7.389,12.22,-1.097,14.0,0.64
2786.0,0.2,-0.0,7.389,15.46,1.141,15.0,0.64
2788.0,0.2,-0.0,7.389,12.33,-0.947,14.0,0.65
2790.0,0.2,-0.0,7.389,17.22,0.976,17.0,0.65
2792.0,0.2,-0.0,7.389,16.69,-0.67,18.0,0.63
2794.0,0.2,-0.0,7.389,14.67,0.215,15.0,0.61
2796.0,0.2,0.0,7.389,9.57,-0.971,11.0,0.59
2798.0,0.2,-0.0,7.389,13.22,-3.187,17.0,0.62
2800.0,0.2,0.0,7.389,7.3,-2.952,11.0,0.65
2802.0,0.2,0.0,7.389,6.86,-2.346,10.0,0.66
2804.0,0.2,-0.0,7.389,11.16,-1.016,13.0,0.67
2806.0,0.201,0.014,6.899,5.19,-1.965,8.0,0.67
2808.0,0.201,-0.002,7.389,12.05,-0.171,13.0,0.66
2810.0,0.201,-0.002,7.389,8.34,-1.994,11.0,0.63
2812.0,0.2,-0.001,7.389,6.64,-3.775,11.0,0.62
2814.0,0.2,-0.001,7.389,10.5,-2.972,14.0,0.61
2816.0,0.2,-0.001,7.389,11.84,-0.67,13.0,0.6
2818.0,0.2,-0.001,7.389,10.52,-0.971,12.0,0.6
2820.0,0.2,-0.001,7.389,6.66,-2.702,10.0,0.63
2822.0,0.2,-0.001,7.389,8.06,-1.155,10.0,0.66
2824.0,0.2,-0.001,7.389,10.19,0.092,11.0,0.68
2826.0,0.2,-0.001,7.389,12.19,2.0,11.0,0.66
2828.0,0.2,-0.0,7.389,11.95,0.852,12.0,0.68
2830.0,0.2,-0.0,7.389,12.31,-0.833,14.0,0.67
2832.0,0.2,-0.0,7.389,10.23,0.041,11.0,0.66
2834.0,0.2,-0.0,7.389,16.37,0.116,17.0,0.65
2836.0,0.2,-0.0,7.389,11.36,0.136,12.0,0.66
2838.0,0.2,-0.0,7.389,10.97,-0.197,12.0,0.67
2840.0,0.2,-0.0,7.389,9.21,-2.126,12.0,0.63
2842.0,0.2,-0.0,7.389,7.5,0.197,8.0,0.64
2844.0,0.21,0.203,2.753,2.56,-4.761,8.0,0.64
2846.0,0.209,-0.024,7.185,4.41,-4.888,10.0,0.64
2848.0,0.208,-0.027,7.389,7.59,-1.746,10.0,0.63
2850.0,0.207,-0.023,7.389,12.2,-2.141,15.0,0.63
2852.0,0.206,-0.02,7.389,13.43,1.05,13.0,0.62
2854.0,0.205,-0.017,7.389,10.76,-0.505,12.0,0.65
2856.0,0.204,-0.014,7.389,11.35,0.215,12.0,0.67
2858.0,0.203,-0.012,7.389,12.28,-0.844,14.0,0.68
2860.0,0.203,-0.01,7.389,9.39,-0.858,11.0,0.65
2862.0,0.202,-0.009,7.389,11.4,-1.905,14.0,0.64
2864.0,0.202,-0.007,7.389,12.53,1.146,12.0,0.62
2866.0,0.202,-0.006,7.389,13.64,-0.609,15.0,0.65
2868.0,0.202,-0.005,7.389,16.21,0.999,16.0,0.66
2870.0,0.201,-0.005,7.389,12.54,-3.702,17.0,0.65
2872.0,0.201,-0.004,7.389,11.8,-2.484,15.0,0.64
2874.0,0.201,-0.003,7.389,8.52,-1.844,11.0,0.63
2876.0,0.201,-0.003,7.389,7.17,-3.256,11.0,0.61
2878.0,0.201,-0.002,7.389,6.07,-2.375,9.0,0.61
2880.0,0.201,-0.002,7.389,7.19,-3.187,11.0,0.62
2882.0,0.2,-0.002,7.389,10.86,-2.5,14.0,0.63
2884.0,0.2,-0.001,7.389,12.33,2.0,11.0,0.63
2886.0,0.2,-0.001,7.389,7.57,-1.724,10.0,0.64
2888.0,0.2,-0.001,7.389,14.39,-0.798,16.0,0.66
2890.0,0.2,-0.001,7.389,10.93,-0.304,12.0,0.65
2892.0,0.2,-0.001,7.389,16.26,0.851,16.0,0.62
2894.0,0.2,-0.001,7.389,12.32,0.134,13.0,0.66
2896.0,0.2,-0.001,7.389,9.97,-1.107,12.0,0.69
2898.0,0.2,-0.0,7.389,8.39,0.362,9.0,0.7
2900.0,0.2,-0.0,7.389,10.02,-0.22,11.0,0.65
2902.0,0.2,-0.0,7.389,11.9,-0.403,13.0,0.64
2904.0,0.2,-0.0,7.389,12.51,-0.859,14.0,0.63
2906.0,0.2,-0.0,7.389,10.34,-0.963,12.0,0.64
2908.0,0.2,-0.0,7.389,9.46,-0.755,11.0,0.66
2910.0,0.2,-0.0,7.389,15.08,-0.092,16.0,0.66
2912.0,0.2,-0.0,7.389,11.15,-1.197,13.0,0.63
2914.0,0.2,-0.0,7.389,10.29,-1.03,12.0,0.64
2916.0,0.2,-0.0,7.389,7.3,-2.027,10.0,0.63
2918.0,0.2,-0.0,7.389,6.74,-2.678,10.0,0.62
2920.0,0.2,-0.0,7.389,12.47,0.122,13.0,0.63
2922.0,0.2,0.0,7.389,5.77,-2.578,9.0,0.63
2924.0,0.2,-0.0,7.389,11.28,-0.012,12.0,0.64
2926.0,0.2,-0.0,7.389,11.47,-1.978,14.0,0.61
2928.0,0.2,-0.0,7.389,9.28,-2.15,12.0,0.61
2930.0,0.208,0.168,3.245,3.2,-2.04,6.0,0.65
2932.0,0.207,-0.025,7.389,12.28,0.012,13.0,0.65
2934.0,0.206,-0.021,7.389,10.39,-0.929,12.0,0.64
2936.0,0.208,0.029,5.89,4.83,-2.441,8.0,0.65
2938.0,0.206,-0.023,7.389,7.94,-1.253,10.0,0.66
2940.0,0.205,-0.019,7.389,12.18,-0.081,13.0,0.65
2942.0,0.205,-0.016,7.389,12.28,1.015,12.0,0.65
2944.0,0.204,-0.014,7.389,9.41,-0.982,11.0,0.62
2946.0,0.203,-0.012,7.389,11.32,0.998,11.0,0.64
2948.0,0.203,-0.01,7.389,11.37,0.013,12.0,0.63
2950.0,0.202,-0.009,7.389,8.33,-5.081,14.0,0.62
2952.0,0.202,-0.007,7.389,11.63,-2.745,15.0,0.63
2954.0,0.202,-0.006,7.389,10.65,-0.716,12.0,0.63
2956.0,0.201,-0.005,7.389,7.31,-2.068,10.0,0.62
2958.0,0.201,-0.004,7.389,11.56,-1.878,14.0,0.61
2960.0,0.201,-0.004,7.389,8.91,-2.576,12.0,0.6
2962.0,0.201,-0.003,7.389,9.84,-0.634,11.0,0.61
2964.0,0.201,-0.003,7.389,8.42,-1.949,11.0,0.63
2966.0,0.201,-0.002,7.389,6.06,-3.272,10.0,0.63
2968.0,0.201,-0.002,7.389,5.44,-2.901,9.0,0.63
2970.0,0.2,-0.002,7.389,14.31,1.0,14.0,0.64
2972.0,0.2,-0.001,7.389,11.36,0.954,11.0,0.62
2974.0,0.2,-0.001,7.389,7.42,-4.05,12.0,0.61
2976.0,0.2,-0.001,7.389,12.2,-3.255,16.0,0.61
2978.0,0.2,-0.001,7.389,12.2,-1.286,14.0,0.6
2980.0,0.2,-0.001,7.389,8.25,-1.225,10.0,0.61
2982.0,0.2,-0.001,7.389,10.37,-0.05,11.0,0.62
2984.0,0.2,-0.001,7.389,10.14,-0.207,11.0,0.63
2986.0,0.2,-0.0,7.389,8.34,-2.965,12.0,0.64
2988.0,0.2,-0.0,7.389,9.55,-0.841,11.0,0.62
2990.0,0.2,-0.0,7.389,13.42,0.085,14.0,0.63
2992.0,0.2,-0.0,7.389,10.44,-0.96,12.0,0.62
2994.0,0.2,-0.0,7.389,9.78,-0.658,11.0,0.61
2996.0,0.2,-0.0,7.389,7.0,-1.581,9.0,0.58
2998.0,0.212,0.238,2.344,2.17,-2.472,5.0,0.57
3000.0,0.236,0.49,0.838,-1.13,-6.633,6.0,0.6
3002.0,0.26,0.475,0.848,-1.21,-7.5,7.0,0.64
3004.0,0.268,0.158,2.158,1.56,-6.58,9.0,0.67
3006.0,0.262,-0.114,5.309,4.51,-3.459,9.0,0.71
3008.0,0.253,-0.187,7.389,9.25,-0.549,11.0,0.74
3010.0,0.245,-0.159,7.389,13.96,-0.667,16.0,0.77
3012.0,0.238,-0.135,7.389,10.1,-0.593,12.0,0.76
3014.0,0.233,-0.115,7.389,8.51,-1.207,11.0,0.76
3016.0,0.228,-0.098,7.389,8.61,-0.146,10.0,0.75
3018.0,0.233,0.105,3.28,3.21,-1.7,6.0,0.72
3020.0,0.228,-0.099,7.389,5.63,-1.589,8.0,0.66
3022.0,0.228,0.009,4.956,3.87,-3.447,8.0,0.64
3024.0,0.233,0.088,3.627,2.03,-5.124,8.0,0.67
3026.0,0.236,0.054,3.898,3.17,-4.098,8.0,0.65
3028.0,0.23,-0.107,7.389,8.39,0.155,9.0,0.65
3030.0,0.226,-0.091,7.389,11.43,-1.125,13.0,0.59
3032.0,0.222,-0.077,7.389,10.76,0.172,11.0,0.58
3034.0,0.219,-0.065,7.389,7.76,-1.843,10.0,0.58
3036.0,0.216,-0.056,7.389,11.0,-0.487,12.0,0.6
3038.0,0.213,-0.047,7.389,6.68,-1.739,9.0,0.62
3040.0,0.214,0.006,5.975,4.65,-3.738,9.0,0.62
3042.0,0.229,0.311,1.562,1.17,-4.293,6.0,0.61
3044.0,0.231,0.038,4.305,3.94,-3.626,8.0,0.59
3046.0,0.233,0.031,4.33,4.16,-1.364,6.0,0.6
3048.0,0.228,-0.098,7.389,6.34,-2.223,9.0,0.59
3050.0,0.225,-0.051,6.431,4.28,-3.183,8.0,0.61
3052.0,0.222,-0.076,7.389,6.33,-2.177,9.0,0.6
3054.0,0.218,-0.065,7.389,7.66,-0.593,9.0,0.65
3056.0,0.217,-0.031,6.627,5.24,-1.13,7.0,0.63
3058.0,0.214,-0.05,7.389,6.41,-0.968,8.0,0.63
3060.0,0.224,0.187,2.654,1.93,-3.544,6.0,0.6
3062.0,0.236,0.246,1.967,1.17,-3.396,5.0,0.59
3064.0,0.232,-0.083,6.673,4.86,-1.633,7.0,0.6
3066.0,0.23,-0.026,5.507,4.48,-0.936,6.0,0.62
3068.0,0.226,-0.091,7.389,5.31,-3.119,9.0,0.62
3070.0,0.222,-0.078,7.389,8.18,-0.177,9.0,0.63
3072.0,0.219,-0.066,7.389,11.95,0.822,12.0,0.68
3074.0,0.216,-0.056,7.389,10.73,-0.461,12.0,0.66
3076.0,0.214,-0.047,7.389,4.82,0.457,5.0,0.63
3078.0,0.212,-0.041,7.389,11.42,2.0,10.0,0.62
3080.0,0.216,0.081,4.3,4.15,-2.198,7.0,0.63
3082.0,0.231,0.303,1.621,1.03,-3.48,5.0,0.6
3084.0,0.24,0.189,2.281,2.1,-3.409,6.0,0.6
3086.0,0.234,-0.121,7.389,10.7,-0.597,12.0,0.64
3088.0,0.229,-0.103,7.389,11.29,0.941,11.0,0.63
3090.0,0.225,-0.087,7.389,9.61,1.104,9.0,0.6
3092.0,0.221,-0.074,7.389,6.15,-2.174,9.0,0.64
3094.0,0.218,-0.063,7.389,9.03,-1.214,11.0,0.65
3096.0,0.215,-0.054,7.389,10.37,-0.937,12.0,0.64
3098.0,0.213,-0.045,7.389,9.23,0.039,10.0,0.66
3100.0,0.211,-0.038,7.389,4.85,-3.39,9.0,0.65
3102.0,0.209,-0.033,7.389,8.38,1.14,8.0,0.65
3104.0,0.208,-0.028,7.389,10.55,-0.853,12.0,0.62
3106.0,0.207,-0.024,7.389,12.44,-0.98,14.0,0.62
3108.0,0.207,0.013,6.342,3.9,-1.543,6.0,0.61
3110.0,0.206,-0.022,7.389,6.55,-0.883,8.0,0.61
3112.0,0.206,-0.006,6.947,5.0,-2.449,8.0,0.61
3114.0,0.205,-0.018,7.389,8.22,0.869,8.0,0.63
3116.0,0.208,0.065,5.019,4.27,-2.158,7.0,0.61
3118.0,0.225,0.327,1.533,0.86,-4.503,6.0,0.63
3120.0,0.228,0.061,4.107,3.3,-3.093,7.0,0.62
3122.0,0.227,-0.022,5.676,4.18,-1.284,6.0,0.61
3124.0,0.223,-0.08,7.389,11.26,0.835,11.0,0.62
3126.0,0.219,-0.068,7.389,6.67,-1.632,9.0,0.64
3128.0,0.216,-0.058,7.389,7.79,-0.556,9.0,0.63
3130.0,0.214,-0.049,7.389,6.92,-1.501,9.0,0.62
3132.0,0.212,-0.042,7.389,9.78,0.332,10.0,0.61
3134.0,0.21,-0.035,7.389,6.93,-1.342,9.0,0.65
3136.0,0.209,-0.029,7.389,4.73,-1.518,7.0,0.65
3138.0,0.207,-0.026,7.389,6.19,0.907,6.0,0.64
3140.0,0.206,-0.022,7.389,7.54,0.221,8.0,0.64
3142.0,0.205,-0.018,7.389,5.77,-2.531,9.0,0.64
3144.0,0.205,-0.016,7.389,7.54,-2.716,11.0,0.65
3146.0,0.204,-0.013,7.389,7.77,-0.558,9.0,0.64
3148.0,0.203,-0.011,7.389,6.87,-2.565,10.0,0.61
3150.0,0.209,0.109,4.152,3.75,-2.688,7.0,0.61
3152.0,0.207,-0.026,7.389,9.56,-0.789,11.0,0.63
3154.0,0.206,-0.022,7.389,10.25,0.947,10.0,0.64
3156.0,0.205,-0.019,7.389,9.36,0.083,10.0,0.65
3158.0,0.205,-0.016,7.389,12.18,0.913,12.0,0.65
3160.0,0.204,-0.014,7.389,11.62,0.3,12.0,0.64
3162.0,0.203,-0.011,7.389,5.88,-3.426,10.0,0.64
3164.0,0.203,-0.01,7.389,10.35,0.021,11.0,0.64
3166.0,0.202,-0.008,7.389,10.67,-0.685,12.0,0.63
3168.0,0.202,-0.007,7.389,8.12,-1.206,10.0,0.63
3170.0,0.202,0.0,7.187,5.05,-3.27,9.0,0.64
3172.0,0.202,-0.006,7.389,8.49,0.115,9.0,0.63
3174.0,0.201,-0.005,7.389,11.3,0.995,11.0,0.64
3176.0,0.201,-0.004,7.389,12.28,2.0,11.0,0.64
3178.0,0.201,-0.003,7.389,5.56,-2.763,9.0,0.63
3180.0,0.201,-0.003,7.389,7.09,-0.243,8.0,0.63
3182.0,0.201,-0.003,7.389,5.92,-1.43,8.0,0.63
3184.0,0.201,-0.002,7.389,11.2,-0.132,12.0,0.63
3186.0,0.201,-0.002,7.389,7.45,1.022,7.0,0.61
3188.0,0.2,-0.002,7.389,8.36,-2.019,11.0,0.63
3190.0,0.2,-0.001,7.389,9.14,-0.326,10.0,0.61
3192.0,0.2,-0.001,7.389,7.26,-1.212,9.0,0.61
3194.0,0.2,-0.001,7.389,7.05,-0.417,8.0,0.61
3196.0,0.2,-0.001,7.389,9.62,-0.598,11.0,0.66
3198.0,0.2,-0.001,7.389,9.46,-0.688,11.0,0.67
3200.0,0.2,-0.001,7.389,6.34,-2.867,10.0,0.66
3202.0,0.204,0.082,4.908,4.29,-2.058,7.0,0.63
3204.0,0.204,-0.013,7.389,6.59,-0.764,8.0,0.63
3206.0,0.203,-0.011,7.389,11.31,1.067,11.0,0.65
3208.0,0.203,-0.009,7.389,6.93,-2.356,10.0,0.64
3210.0,0.202,-0.008,7.389,8.1,-0.252,9.0,0.63
3212.0,0.202,-0.007,7.389,9.04,-0.274,10.0,0.64
3214.0,0.202,-0.006,7.389,6.09,-1.234,8.0,0.63
3216.0,0.201,-0.005,7.389,8.66,-1.59,11.0,0.65
3218.0,0.201,-0.004,7.389,6.52,-1.751,9.0,0.65
3220.0,0.201,-0.004,7.389,9.83,-1.49,12.0,0.64
3222.0,0.201,-0.003,7.389,9.48,1.065,9.0,0.62
3224.0,0.201,-0.003,7.389,8.6,0.134,9.0,0.61
3226.0,0.201,-0.002,7.389,9.53,-0.879,11.0,0.62
3228.0,0.201,-0.002,7.389,13.69,0.285,14.0,0.62
3230.0,0.2,-0.002,7.389,12.79,-0.657,14.0,0.61
3232.0,0.2,-0.001,7.389,10.5,-0.904,12.0,0.62
3234.0,0.2,-0.001,7.389,8.5,-2.916,12.0,0.62
3236.0,0.2,-0.001,7.389,7.24,-3.17,11.0,0.62
3238.0,0.2,-0.001,7.389,8.58,-1.871,11.0,0.61
