t,mode,stimulus,sync,meanB,damage,phi,q_obs,pred1_code,pred1_p,pred2_code,pred2_p,pred3_code,pred3_p,guards_fired
87.864006,bio,0.000000,0.029315,0.926153,0.000000,0.029315,0.000000,E5,0.555384,E1,0.227175,E3,0.097560,
87.923682,bio,0.000000,0.029383,0.926156,0.000000,0.029383,0.000000,E5,0.555192,E1,0.227236,E3,0.097609,
88.024017,bio,0.000000,0.029477,0.926163,0.000000,0.029477,0.000000,E5,0.554920,E1,0.227314,E3,0.097688,
88.113636,bio,0.000000,0.029539,0.926170,0.000000,0.029539,0.000000,E5,0.554738,E1,0.227375,E3,0.097733,
88.175370,bio,0.000000,0.029623,0.926177,0.000000,0.029623,0.000000,E5,0.554549,E1,0.227451,E3,0.097775,
88.269212,bio,0.000000,0.029693,0.926183,0.000000,0.029693,0.000000,E5,0.554423,E1,0.227521,E3,0.097792,
88.361828,bio,0.000000,0.029781,0.926188,0.000000,0.029781,0.000000,E5,0.554261,E1,0.227594,E3,0.097824,
88.438771,bio,0.000000,0.029905,0.926189,0.000000,0.029905,0.000000,E5,0.553904,E1,0.227688,E3,0.097935,
88.518826,bio,0.000000,0.029990,0.926187,0.000000,0.029990,0.000000,E5,0.553632,E1,0.227765,E3,0.098014,
88.611835,bio,0.000000,0.030058,0.926185,0.000000,0.030058,0.000000,E5,0.553470,E1,0.227828,E3,0.098051,
88.688829,bio,0.000000,0.030137,0.926182,0.000000,0.030137,0.000000,E5,0.553308,E1,0.227885,E3,0.098091,
88.823462,qubit,0.000000,0.000000,0.000000,0.000000,-1.555796,0.999982,E5,0.502087,E2,0.216211,E1,0.109833,
88.936106,qubit,0.000000,0.000000,0.000000,0.000000,-1.540796,0.999928,E5,0.866476,E2,0.082202,E1,0.024076,
88.997873,qubit,0.000000,0.000000,0.000000,0.000000,-1.525796,0.999838,E5,0.955192,E2,0.034771,E1,0.005105,E2|E5
89.092526,qubit,0.000000,0.000000,0.000000,0.000000,-1.510794,0.999712,E5,0.981498,E2,0.016327,E1,0.001162,E2|E5
89.184575,qubit,0.000000,0.000000,0.000000,0.000000,-1.495791,0.999551,E5,0.991226,E2,0.008261,E1,0.000284,E2|E5
89.262589,qubit,0.000000,0.000000,0.000000,0.000000,-1.480787,0.999354,E5,0.995446,E2,0.004424,E1,0.000074,E2|E5
89.361493,qubit,0.000000,0.000000,0.000000,0.000000,-1.465782,0.999121,E5,0.997478,E2,0.002487,E1,0.000020,E2|E5
89.424880,qubit,0.000000,0.000000,0.000000,0.000000,-1.450774,0.998854,E5,0.998534,E2,0.001455,E1,0.000006,E2|E5
89.518845,qubit,0.000000,0.000000,0.000000,0.000000,-1.435765,0.998551,E5,0.999112,E2,0.000885,E1,0.000002,E2|E5
89.584905,qubit,0.000000,0.000000,0.000000,0.000000,-1.420753,0.998214,E5,0.999442,E2,0.000557,E1,0.000001,E2|E5
89.675178,qubit,0.000000,0.000000,0.000000,0.000000,-1.405738,0.997843,E5,0.999637,E2,0.000363,E1,0.000000,E2|E5
89.745044,qubit,0.000000,0.000000,0.000000,0.000000,-1.390721,0.997437,E5,0.999756,E2,0.000244,E1,0.000000,E2|E5
89.829358,qubit,0.000000,0.000000,0.000000,0.000000,-1.375700,0.996998,E5,0.999831,E2,0.000169,E1,0.000000,E2|E5
89.933348,qubit,0.000000,0.000000,0.000000,0.000000,-1.360676,0.996526,E5,0.999880,E2,0.000120,E1,0.000000,E2|E5
90.012024,qubit,0.993289,0.000000,0.000000,0.005565,-1.512396,0.902709,E5,0.999927,E2,0.000073,E1,0.000000,E2|E5
90.124938,qubit,0.935470,0.000000,0.000000,0.005565,-1.511002,0.706255,E5,0.999955,E2,0.000045,E1,0.000000,E2|E5
90.204552,qubit,0.896736,0.000000,0.000000,0.005565,-1.496611,0.440743,E5,0.999972,E2,0.000028,E1,0.000000,E2|E5
90.306271,qubit,0.849574,0.000000,0.000000,0.005565,-1.474691,0.145465,E5,0.999981,E2,0.000019,E1,0.000000,E2|E5
90.369932,qubit,0.821327,0.000000,0.000000,0.005565,-1.444359,-0.152988,E5,0.999987,E2,0.000013,E1,0.000000,E2|E5
90.467723,qubit,0.779756,0.000000,0.000000,0.005565,-1.401237,-0.423213,E5,0.999991,E2,0.000009,E1,0.000000,E2|E5
90.556242,qubit,0.743943,0.000000,0.000000,0.005565,-1.335504,-0.648131,E5,0.999992,E2,0.000008,E1,0.000000,E2|E5
90.617625,qubit,0.720079,0.000000,0.000000,0.005565,-1.220862,-0.818763,E5,0.999993,E2,0.000007,E1,0.000000,E2|E5
90.711689,qubit,0.684988,0.000000,0.000000,0.005565,-0.978661,-0.926764,E5,0.999993,E2,0.000007,E1,0.000000,E2|E5
90.773233,qubit,0.662958,0.000000,0.000000,0.005565,-0.321379,-0.973880,E5,0.999991,E2,0.000009,E1,0.000000,E2|E5
90.870016,qubit,0.629740,0.000000,0.000000,0.005565,0.645035,-0.963440,E5,0.999992,E2,0.000008,E1,0.000000,E2|E5
90.958899,qubit,0.600701,0.000000,0.000000,0.005565,1.069183,-0.903571,E5,0.999996,E2,0.000004,E1,0.000000,E2|E5
91.023656,qubit,0.580703,0.000000,0.000000,0.005565,1.243837,-0.801997,E5,0.999998,E2,0.000002,E1,0.000000,E2|E5
91.116175,qubit,0.552560,0.000000,0.000000,0.005565,1.336462,-0.669596,E5,0.999999,E2,0.000001,E1,0.000000,E2|E5
91.178223,qubit,0.534646,0.000000,0.000000,0.005565,-4.886778,-0.513582,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
91.276942,qubit,0.507335,0.000000,0.000000,0.005565,-4.842958,-0.345672,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
91.365041,qubit,0.484142,0.000000,0.000000,0.005565,-4.807400,-0.172990,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
91.427302,qubit,0.468394,0.000000,0.000000,0.005565,-4.776124,0.000153,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
91.520088,qubit,0.445869,0.000000,0.000000,0.005565,-4.746746,0.165649,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
91.612329,qubit,0.424551,0.000000,0.000000,0.005565,-4.717477,0.319479,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
91.706029,qubit,0.403940,0.000000,0.000000,0.005565,-4.686766,0.458717,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
91.769732,qubit,0.390501,0.000000,0.000000,0.005565,-4.652891,0.583445,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
91.861125,qubit,0.371998,0.000000,0.000000,0.005565,-4.613658,0.690671,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
91.939499,qubit,0.356830,0.000000,0.000000,0.005565,-4.565625,0.780736,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.031350,qubit,0.339840,0.000000,0.000000,0.005565,-4.503160,0.853234,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.106014,qubit,0.326626,0.000000,0.000000,0.005565,-4.414799,0.909397,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.186545,qubit,0.312950,0.000000,0.000000,0.005565,-4.275957,0.949849,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.247638,qubit,0.302958,0.000000,0.000000,0.005565,-4.022506,0.975870,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.343927,qubit,0.287853,0.000000,0.000000,0.005565,-3.519042,0.988207,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.406398,qubit,0.278459,0.000000,0.000000,0.005565,-2.785664,0.988393,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.503097,qubit,0.264518,0.000000,0.000000,0.005565,-2.297101,0.977770,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.592519,qubit,0.252248,0.000000,0.000000,0.005565,-2.052399,0.957843,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.653663,qubit,0.244188,0.000000,0.000000,0.005565,-1.913963,0.929567,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.749671,qubit,0.232173,0.000000,0.000000,0.005565,-1.824942,0.894623,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.838652,qubit,0.221336,0.000000,0.000000,0.005565,-1.760772,0.854197,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.917233,qubit,0.212288,0.000000,0.000000,0.005565,-1.710438,0.809148,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
92.998004,qubit,0.203373,0.000000,0.000000,0.005565,-1.668518,0.760479,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.062050,qubit,0.196572,0.000000,0.000000,0.005565,-1.631900,0.708615,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.157200,qubit,0.186884,0.000000,0.000000,0.005565,-1.598840,0.655115,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.249831,qubit,0.177912,0.000000,0.000000,0.005565,-1.568112,0.600638,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.323608,qubit,0.171075,0.000000,0.000000,0.005565,-1.538919,0.545284,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.406276,qubit,0.163815,0.000000,0.000000,0.005565,-1.510718,0.489772,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.469216,qubit,0.158408,0.000000,0.000000,0.005565,-1.483134,0.434045,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.560416,qubit,0.150856,0.000000,0.000000,0.005565,-1.455843,0.379249,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.623954,qubit,0.145850,0.000000,0.000000,0.005565,-1.428659,0.324956,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.723674,qubit,0.138326,0.000000,0.000000,0.005565,-1.401363,0.272362,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.809151,qubit,0.132186,0.000000,0.000000,0.005565,-1.373845,0.221313,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.871846,qubit,0.127857,0.000000,0.000000,0.005565,-1.346021,0.171436,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
93.966015,qubit,0.121619,0.000000,0.000000,0.005565,-1.317774,0.123604,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.028939,qubit,0.117622,0.000000,0.000000,0.005565,-1.289058,0.077221,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.127004,qubit,0.111652,0.000000,0.000000,0.005565,-1.259800,0.033113,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.215244,qubit,0.106540,0.000000,0.000000,0.005565,-1.229967,-0.008898,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.279109,qubit,0.102986,0.000000,0.000000,0.005565,-1.199527,-0.049250,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.370663,qubit,0.098098,0.000000,0.000000,0.005565,-1.168455,-0.087419,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.463864,qubit,0.093360,0.000000,0.000000,0.005565,-1.136747,-0.123410,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.539118,qubit,0.089702,0.000000,0.000000,0.005565,-1.104379,-0.157542,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.620980,qubit,0.085885,0.000000,0.000000,0.005565,-1.071352,-0.189740,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.712823,qubit,0.081796,0.000000,0.000000,0.005565,-1.037688,-0.219911,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.806534,qubit,0.077825,0.000000,0.000000,0.005565,-1.003403,-0.248099,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.899070,qubit,0.074092,0.000000,0.000000,0.005565,-0.968519,-0.274394,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
94.991748,qubit,0.070533,0.000000,0.000000,0.005565,-0.933059,-0.298870,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.053658,qubit,0.068252,0.000000,0.000000,0.005565,-0.896970,-0.321902,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.149257,qubit,0.064873,0.000000,0.000000,0.005565,-0.860362,-0.343214,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.210885,qubit,0.062783,0.000000,0.000000,0.005565,-0.823167,-0.363170,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.303721,qubit,0.059763,0.000000,0.000000,0.005565,-0.785508,-0.381565,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.397707,qubit,0.056853,0.000000,0.000000,0.005565,-0.747431,-0.398468,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.460499,qubit,0.054988,0.000000,0.000000,0.005565,-0.708867,-0.414153,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.553613,qubit,0.052334,0.000000,0.000000,0.005565,-0.669961,-0.428482,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.646674,qubit,0.049810,0.000000,0.000000,0.005565,-0.630759,-0.441529,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.711480,qubit,0.048125,0.000000,0.000000,0.005565,-0.591197,-0.453495,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.802962,qubit,0.045843,0.000000,0.000000,0.005565,-0.551419,-0.464306,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.865983,qubit,0.044334,0.000000,0.000000,0.005565,-0.511358,-0.474133,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
95.961166,qubit,0.042148,0.000000,0.000000,0.005565,-0.471183,-0.482903,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
96.053195,qubit,0.040137,0.000000,0.000000,0.005565,-0.430926,-0.490690,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
96.116552,qubit,0.038809,0.000000,0.000000,0.005565,-0.390518,-0.497622,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
96.211805,qubit,0.036894,0.000000,0.000000,0.005565,-0.350122,-0.503663,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
96.274871,qubit,0.035679,0.000000,0.000000,0.005565,-0.309654,-0.508927,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
96.368116,qubit,0.033955,0.000000,0.000000,0.005565,-0.269267,-0.513398,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
96.430044,qubit,0.032856,0.000000,0.000000,0.005565,-0.228878,-0.517164,E5,1.000000,E2,0.000000,E1,0.000000,E2|E5
96.522993,qubit,0.031274,0.000000,0.000000,0.005565,-0.188634,-0.520222,E5,1.000000,E2,0.000000,E1,0.000000,E5
96.615888,qubit,0.029768,0.000000,0.000000,0.005565,-0.148564,-0.522616,E5,1.000000,E2,0.000000,E3,0.000000,E5
96.678976,qubit,0.028787,0.000000,0.000000,0.005565,-0.108593,-0.524403,E5,1.000000,E2,0.000000,E3,0.000000,E5
96.772155,qubit,0.027397,0.000000,0.000000,0.005565,-0.068846,-0.525600,E5,1.000000,E3,0.000000,E1,0.000000,E5
96.836033,qubit,0.026483,0.000000,0.000000,0.005565,-0.029252,-0.526247,E5,1.000000,E3,0.000000,E1,0.000000,E5
96.928096,qubit,0.025219,0.000000,0.000000,0.005565,0.010081,-0.526370,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.021828,qubit,0.023994,0.000000,0.000000,0.005565,0.049134,-0.526002,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.086467,qubit,0.023185,0.000000,0.000000,0.005565,0.087977,-0.525166,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.179824,qubit,0.022063,0.000000,0.000000,0.005565,0.126517,-0.523895,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.272987,qubit,0.020998,0.000000,0.000000,0.005565,0.164750,-0.522218,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.335171,qubit,0.020316,0.000000,0.000000,0.005565,0.202744,-0.520142,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.427808,qubit,0.019340,0.000000,0.000000,0.005565,0.240420,-0.517707,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.520237,qubit,0.018414,0.000000,0.000000,0.005565,0.277780,-0.514936,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.615283,qubit,0.017507,0.000000,0.000000,0.005565,0.314819,-0.511853,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.679295,qubit,0.016922,0.000000,0.000000,0.005565,0.351597,-0.508452,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.776926,qubit,0.016067,0.000000,0.000000,0.005565,0.388053,-0.504780,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.864024,qubit,0.015341,0.000000,0.000000,0.005565,0.424210,-0.500845,E5,1.000000,E3,0.000000,E1,0.000000,E5
97.926840,qubit,0.014837,0.000000,0.000000,0.005565,0.460108,-0.496639,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.021024,qubit,0.014113,0.000000,0.000000,0.005565,0.495705,-0.492209,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.082044,qubit,0.013663,0.000000,0.000000,0.005565,0.531049,-0.487535,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.180753,qubit,0.012965,0.000000,0.000000,0.005565,0.566098,-0.482670,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.269895,qubit,0.012366,0.000000,0.000000,0.005565,0.600873,-0.477620,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.332866,qubit,0.011959,0.000000,0.000000,0.005565,0.635406,-0.472364,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.426859,qubit,0.011377,0.000000,0.000000,0.005565,0.669673,-0.466953,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.520252,qubit,0.010826,0.000000,0.000000,0.005565,0.703684,-0.461395,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.593252,qubit,0.010414,0.000000,0.000000,0.005565,0.737463,-0.455679,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.679219,qubit,0.009949,0.000000,0.000000,0.005565,0.771009,-0.449829,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.737817,qubit,0.009645,0.000000,0.000000,0.005565,0.804347,-0.443824,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.832567,qubit,0.009171,0.000000,0.000000,0.005565,0.837460,-0.437714,E5,1.000000,E3,0.000000,E1,0.000000,E5
98.923602,qubit,0.008738,0.000000,0.000000,0.005565,0.870359,-0.431505,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.000441,qubit,0.008389,0.000000,0.000000,0.005565,0.903061,-0.425189,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.096008,qubit,0.007974,0.000000,0.000000,0.005565,0.935565,-0.418794,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.158719,qubit,0.007717,0.000000,0.000000,0.005565,0.967892,-0.412292,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.252494,qubit,0.007338,0.000000,0.000000,0.005565,1.000036,-0.405726,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.316657,qubit,0.007092,0.000000,0.000000,0.005565,1.032016,-0.399071,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.411468,qubit,0.006744,0.000000,0.000000,0.005565,1.063830,-0.392365,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.473566,qubit,0.006525,0.000000,0.000000,0.005565,1.095492,-0.385583,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.568122,qubit,0.006205,0.000000,0.000000,0.005565,1.127002,-0.378764,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.662149,qubit,0.005903,0.000000,0.000000,0.005565,1.158368,-0.371913,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.726019,qubit,0.005706,0.000000,0.000000,0.005565,1.189602,-0.365008,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.821684,qubit,0.005423,0.000000,0.000000,0.005565,1.220704,-0.358084,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.913144,qubit,0.005166,0.000000,0.000000,0.005565,1.251683,-0.351143,E5,1.000000,E3,0.000000,E1,0.000000,E5
99.977115,qubit,0.004994,0.000000,0.000000,0.005565,1.282547,-0.344167,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.068943,qubit,0.004756,0.000000,0.000000,0.005565,1.313300,-0.337184,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.132161,qubit,0.004599,0.000000,0.000000,0.005565,1.343950,-0.330178,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.225960,qubit,0.004375,0.000000,0.000000,0.005565,1.374500,-0.323179,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.318217,qubit,0.004166,0.000000,0.000000,0.005565,1.404955,-0.316189,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.380728,qubit,0.004030,0.000000,0.000000,0.005565,1.435323,-0.309193,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.475638,qubit,0.003832,0.000000,0.000000,0.005565,1.465607,-0.302218,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.567951,qubit,0.003649,0.000000,0.000000,0.005565,1.495813,-0.295267,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.662423,qubit,0.003470,0.000000,0.000000,0.005565,1.525946,-0.288346,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.755960,qubit,0.003304,0.000000,0.000000,0.005565,1.556009,-0.281458,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.830470,qubit,0.003174,0.000000,0.000000,0.005565,1.586009,-0.274597,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.922460,qubit,0.003022,0.000000,0.000000,0.005565,1.615948,-0.267778,E5,1.000000,E3,0.000000,E1,0.000000,E5
100.986106,qubit,0.002922,0.000000,0.000000,0.005565,1.645832,-0.260990,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.094145,qubit,0.002759,0.000000,0.000000,0.005565,1.675664,-0.254260,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.156568,qubit,0.002669,0.000000,0.000000,0.005565,1.705449,-0.247571,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.251627,qubit,0.002538,0.000000,0.000000,0.005565,1.735189,-0.240942,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.313660,qubit,0.002455,0.000000,0.000000,0.005565,1.764889,-0.234363,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.392392,qubit,0.002355,0.000000,0.000000,0.005565,1.794551,-0.227845,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.477531,qubit,0.002251,0.000000,0.000000,0.005565,1.824180,-0.221397,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.538943,qubit,0.002178,0.000000,0.000000,0.005565,1.853778,-0.215014,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.609678,qubit,0.002098,0.000000,0.000000,0.005565,1.883348,-0.208703,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.736878,qubit,0.001961,0.000000,0.000000,0.005565,1.912895,-0.202489,E5,1.000000,E3,0.000000,E1,0.000000,E5
101.850246,qubit,0.001846,0.000000,0.000000,0.005565,1.942421,-0.196369,E5,1.000000,E3,0.000000,E1,0.000000,E5
102.021649,qubit,0.001686,0.000000,0.000000,0.005565,1.971930,-0.190365,E5,1.000000,E3,0.000000,E1,0.000000,E5
102.182654,qubit,0.001548,0.000000,0.000000,0.005565,2.001425,-0.184474,E5,1.000000,E3,0.000000,E1,0.000000,E5
102.315832,qubit,0.001442,0.000000,0.000000,0.005565,2.030906,-0.178689,E5,1.000000,E3,0.000000,E1,0.000000,E5
102.435313,qubit,0.001353,0.000000,0.000000,0.005565,2.060376,-0.173009,E5,1.000000,E3,0.000000,E1,0.000000,E5
102.551525,qubit,0.001272,0.000000,0.000000,0.005565,2.089837,-0.167438,E5,1.000000,E3,0.000000,E1,0.000000,E5
102.665416,qubit,0.001198,0.000000,0.000000,0.005565,2.119290,-0.161978,E5,1.000000,E3,0.000000,E1,0.000000,E5
102.793992,qubit,0.001119,0.000000,0.000000,0.005565,2.148739,-0.156633,E5,1.000000,E3,0.000000,E1,0.000000,E5
102.913466,qubit,0.001050,0.000000,0.000000,0.005565,2.178183,-0.151406,E5,1.000000,E3,0.000000,E1,0.000000,E5
103.030902,qubit,0.000986,0.000000,0.000000,0.005565,2.207626,-0.146300,E5,1.000000,E3,0.000000,E1,0.000000,E5
103.143175,qubit,0.000929,0.000000,0.000000,0.005565,2.237067,-0.141315,E5,1.000000,E3,0.000000,E1,0.000000,E5
103.232605,qubit,0.000886,0.000000,0.000000,0.005565,2.266509,-0.136454,E5,1.000000,E3,0.000000,E1,0.000000,E5
103.327599,qubit,0.000842,0.000000,0.000000,0.005565,2.295953,-0.131719,E5,1.000000,E3,0.000000,E1,0.000000,E5
103.432828,qubit,0.000797,0.000000,0.000000,0.005565,2.325399,-0.127115,E5,1.000000,E3,0.000000,E1,0.000000,E5
103.570490,qubit,0.000740,0.000000,0.000000,0.005565,2.354851,-0.122649,E5,1.000000,E3,0.000000,E1,0.000000,E5
103.672463,qubit,0.000701,0.000000,0.000000,0.005565,2.384307,-0.118319,E5,1.000000,E3,0.000000,E1,0.000000,E5
103.810491,qubit,0.000652,0.000000,0.000000,0.005565,2.413769,-0.114132,E5,1.000000,E3,0.000000,E1,0.000000,E5
103.944929,qubit,0.000607,0.000000,0.000000,0.005565,2.443238,-0.110090,E5,1.000000,E3,0.000000,E1,0.000000,E5
104.045117,qubit,0.000575,0.000000,0.000000,0.005565,2.472715,-0.106193,E5,1.000000,E3,0.000000,E1,0.000000,E5
104.195196,qubit,0.000531,0.000000,0.000000,0.005565,2.502199,-0.102446,E5,1.000000,E3,0.000000,E1,0.000000,E5
104.330377,qubit,0.000495,0.000000,0.000000,0.005565,2.531692,-0.098852,E5,1.000000,E3,0.000000,E1,0.000000,E5
104.445937,qubit,0.000465,0.000000,0.000000,0.005565,2.561194,-0.095410,E5,1.000000,E3,0.000000,E1,0.000000,E5
104.589706,qubit,0.000431,0.000000,0.000000,0.005565,2.590704,-0.092126,E5,1.000000,E3,0.000000,E1,0.000000,E5
104.725521,qubit,0.000401,0.000000,0.000000,0.005565,2.620223,-0.089001,E5,1.000000,E3,0.000000,E1,0.000000,E5
104.852578,qubit,0.000375,0.000000,0.000000,0.005565,2.649752,-0.086035,E5,1.000000,E3,0.000000,E1,0.000000,E5
105.008104,qubit,0.000345,0.000000,0.000000,0.005565,2.679290,-0.083233,E5,1.000000,E3,0.000000,E1,0.000000,E5
105.150074,qubit,0.000320,0.000000,0.000000,0.005565,2.708836,-0.080596,E5,1.000000,E3,0.000000,E1,0.000000,E5
105.270832,qubit,0.000300,0.000000,0.000000,0.005565,2.738392,-0.078125,E5,1.000000,E3,0.000000,E1,0.000000,E5
105.391532,qubit,0.000281,0.000000,0.000000,0.005565,2.767956,-0.075821,E5,1.000000,E3,0.000000,E1,0.000000,E5
105.500873,qubit,0.000266,0.000000,0.000000,0.005565,2.797528,-0.073686,E5,1.000000,E3,0.000000,E1,0.000000,E5
105.629619,qubit,0.000248,0.000000,0.000000,0.005565,2.827108,-0.071723,E5,1.000000,E3,0.000000,E1,0.000000,E5
105.731094,qubit,0.000235,0.000000,0.000000,0.005565,2.856695,-0.069931,E5,1.000000,E3,0.000000,E1,0.000000,E5
105.831656,qubit,0.000223,0.000000,0.000000,0.005565,2.886289,-0.068312,E5,1.000000,E3,0.000000,E1,0.000000,E5
105.951588,qubit,0.000209,0.000000,0.000000,0.005565,2.915889,-0.066869,E5,1.000000,E3,0.000000,E1,0.000000,E5
106.052471,qubit,0.000198,0.000000,0.000000,0.005565,2.945494,-0.065601,E5,1.000000,E3,0.000000,E1,0.000000,E5
