t,mode,stimulus,sync,meanB,damage,phi,q_obs,q_status,hcr_L2R,hcr_R2L,q_res,dilatacion,energia,lyapunov,stochastic_noise,topological_collapse,causal_failure,clinical_phase,pred1_code,pred1_p,pred2_code,pred2_p,pred3_code,pred3_p,guards_fired,ai_action,ai_reward
179.674827,bio,0.000016,0.031658,0.866949,0.030316,0.031658,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.571864,3.456448,0.773433,-0.246158,1.571864,0.803167,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.451236,E1,0.227004,E3,0.157837,,0,-1.00
180.141292,bio,0.000009,0.031720,0.866588,0.030316,0.031720,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.648306,3.456448,0.772866,-0.155261,1.648306,0.803165,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.460217,E1,0.229974,E3,0.152504,,0,-1.00
180.607715,bio,0.000005,0.031556,0.866455,0.030316,0.031556,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.648306,3.456448,0.772690,-0.072210,1.648306,0.803164,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.458568,E1,0.231516,E3,0.152733,,0,-1.00
181.108287,bio,0.000003,0.031607,0.866494,0.030316,0.031607,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.648306,3.456448,0.772809,-0.010143,1.648306,0.803164,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.482555,E1,0.234094,E3,0.139573,,0,-1.00
181.593361,bio,0.000002,0.031875,0.866654,0.030316,0.031875,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.648306,3.456448,0.773132,0.009058,1.648306,0.803164,0.045290,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.472960,E1,0.233337,E3,0.144581,,0,-1.00
182.060864,bio,0.000001,0.032007,0.866900,0.030316,0.032007,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.644966,3.456448,0.773601,0.010456,0.644966,0.803164,0.052279,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.470407,E1,0.234566,E3,0.145035,,0,-1.00
182.574848,bio,0.000000,0.031762,0.867191,0.030316,0.031762,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.644966,3.456448,0.774141,0.009850,0.644966,0.803164,0.049250,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.478725,E1,0.236013,E3,0.139957,,2,-1.00
183.041361,bio,0.335540,0.031786,0.865474,0.030316,0.031786,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.644966,3.456448,0.883679,0.862750,0.644966,0.870271,4.313748,STATE: ICTAL (TOPO-DYNAMIC COLLAPSE),E5,0.470693,E1,0.237523,E3,0.142834,,0,-1.00
183.510003,bio,0.191210,0.031805,0.861443,0.030316,0.031805,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.644966,3.456448,0.800499,0.832639,0.644966,0.841405,4.163197,STATE: ICTAL (TOPO-DYNAMIC COLLAPSE),E5,0.468746,E1,0.238842,E3,0.143009,,0,-1.00
184.003885,bio,0.105711,0.031936,0.856342,0.030316,0.031936,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.233348,3.456448,0.766107,0.234849,0.233348,0.824306,1.174244,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.436955,E1,0.240520,E3,0.157479,,0,-1.00
184.474912,bio,0.060068,0.032017,0.850958,0.030316,0.032017,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.233348,3.456448,0.749097,0.053842,0.233348,0.815177,0.269210,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.433411,E1,0.240361,E3,0.159125,,0,-1.00
184.944381,bio,0.034196,0.032226,0.845724,0.030316,0.032226,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.233348,3.456448,0.737541,-0.028370,0.233348,0.810003,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.432557,E1,0.236346,E3,0.161453,,0,-1.00
185.471276,bio,0.018171,0.032465,0.840896,0.030316,0.032465,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.233348,3.456448,0.728346,-0.080428,0.233348,0.806798,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.431703,E1,0.231815,E3,0.164112,,0,-1.00
185.969139,bio,0.009998,0.032826,0.836583,0.030316,0.032826,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.095351,3.456448,0.720699,-0.112744,1.095351,0.805163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.435275,E1,0.228701,E3,0.163962,,0,-1.00
186.480861,bio,0.005411,0.032894,0.832830,0.030316,0.032894,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.095351,3.456448,0.714210,-0.138483,1.095351,0.804246,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.476268,E1,0.229072,E3,0.143835,,0,-1.00
186.974421,bio,0.002992,0.032658,0.829635,0.030316,0.032658,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.095351,3.456448,0.708753,-0.160025,1.095351,0.803762,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.497170,E1,0.227743,E3,0.134311,,0,-1.00
187.472718,bio,0.001646,0.032850,0.826960,0.030316,0.032850,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.095351,3.456448,0.704215,-0.175360,1.095351,0.803493,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.499209,E1,0.226349,E3,0.134001,,0,-1.00
187.971563,bio,0.000904,0.032856,0.824762,0.030316,0.032856,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.798959,3.456448,0.700503,-0.191996,1.798959,0.803344,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.507165,E1,0.225410,E3,0.130558,,0,-1.00
188.451240,bio,0.000509,0.033010,0.822985,0.030316,0.033010,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.798959,3.456448,0.697513,-0.204443,1.798959,0.803265,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.502285,E1,0.224725,E3,0.133249,,0,-1.00
188.940159,bio,0.000283,0.032915,0.821576,0.030316,0.032915,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.798959,3.456448,0.695149,-0.212289,1.798959,0.803220,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.506643,E1,0.224391,E3,0.131241,,0,-1.00
189.442666,bio,0.000155,0.033007,0.820475,0.030316,0.033007,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.798959,3.456448,0.693306,-0.204826,1.798959,0.803194,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.512458,E1,0.224536,E3,0.128293,,0,-1.00
189.971675,bio,0.000082,0.033177,0.819634,0.030316,0.033177,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.175748,3.456448,0.691903,-0.194187,1.175748,0.803180,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.510570,E1,0.225280,E3,0.128827,,0,-1.00
190.502452,bio,0.000043,0.033166,0.819015,0.030316,0.033166,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.175748,3.456448,0.690873,-0.155566,1.175748,0.803172,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.502831,E1,0.226702,E3,0.131887,,0,-1.00
191.084660,bio,0.000022,0.033396,0.818572,0.030316,0.033396,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.175748,3.456448,0.690140,-0.111634,1.175748,0.803168,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.475720,E1,0.229535,E3,0.143678,,0,-1.00
191.712805,bio,0.000010,0.033476,0.818274,0.030316,0.033476,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.175748,3.456448,0.689651,-0.073609,1.175748,0.803165,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.469596,E1,0.230264,E3,0.146175,,0,-1.00
192.264469,bio,0.000005,0.033441,0.818097,0.030316,0.033441,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.260679,3.456448,0.689365,-0.038003,0.260679,0.803164,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.461936,E1,0.230590,E3,0.149568,,0,-1.00
192.758832,bio,0.000003,0.033417,0.818013,0.030316,0.033417,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.260679,3.456448,0.689231,-0.025488,0.260679,0.803164,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.458306,E1,0.230967,E3,0.150945,,0,-1.00
193.312737,bio,0.000001,0.033640,0.817996,0.030316,0.033640,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.260679,3.456448,0.689210,-0.003125,0.260679,0.803164,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.450525,E1,0.231098,E3,0.154454,,0,-1.00
193.902490,bio,0.000001,0.033861,0.818024,0.030316,0.033861,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.573822,3.456448,0.689262,-0.002040,0.573822,0.803164,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.464268,E1,0.232869,E3,0.146747,,0,-1.00
194.513039,bio,0.000000,0.034038,0.818086,0.030316,0.034038,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.573822,3.456448,0.689372,0.002434,0.573822,0.803164,0.012169,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.454707,E1,0.234447,E3,0.150374,,0,-1.00
195.105700,bio,0.000000,0.034084,0.818173,0.030316,0.034084,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.573822,3.456448,0.689521,0.004199,0.573822,0.803163,0.020997,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.466924,E1,0.236176,E3,0.143492,,0,-1.00
195.649353,bio,0.000000,0.034130,0.818272,0.030316,0.034130,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.573822,3.456448,0.689691,0.005682,0.573822,0.803163,0.028411,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.467330,E1,0.237387,E3,0.142603,,0,-1.00
196.176953,bio,0.000000,0.034108,0.818374,0.030316,0.034108,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.594864,3.456448,0.689863,0.004163,1.594864,0.803163,0.020815,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.473655,E1,0.239193,E3,0.138583,,0,-1.00
196.670204,bio,0.000000,0.034191,0.818469,0.030316,0.034191,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.594864,3.456448,0.690025,-0.010782,1.594864,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.462119,E1,0.240750,E3,0.143327,,0,-1.00
197.136392,bio,0.000000,0.034078,0.818562,0.030316,0.034078,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.594864,3.456448,0.690180,-0.009143,1.594864,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.459735,E1,0.243259,E3,0.143193,,0,-1.00
197.634265,bio,0.000000,0.034079,0.818644,0.030316,0.034079,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.594864,3.456448,0.690319,0.000641,1.594864,0.803163,0.003207,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.458631,E1,0.245435,E3,0.142614,,0,-1.00
198.136211,bio,0.000000,0.034291,0.818718,0.030316,0.034291,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.628206,3.456448,0.690442,-0.008142,1.628206,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.449097,E1,0.240942,E3,0.149333,,0,-1.00
198.635686,bio,0.000000,0.034420,0.818777,0.030316,0.034420,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.628206,3.456448,0.690539,0.000014,1.628206,0.803163,0.000072,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.476811,E1,0.230980,E3,0.140750,,0,-1.00
199.208274,bio,0.000000,0.034456,0.818828,0.030316,0.034456,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.628206,3.456448,0.690623,-0.003541,1.628206,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.489965,E1,0.226100,E3,0.136748,,0,-1.00
199.734081,bio,0.000000,0.034651,0.818865,0.030316,0.034651,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.628206,3.456448,0.690684,0.000306,1.628206,0.803163,0.001529,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.475706,E1,0.225209,E3,0.144042,,0,-1.00
200.296365,bio,0.000000,0.034666,0.818886,0.030316,0.034666,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.618221,3.456448,0.690716,-0.005193,0.618221,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.465307,E1,0.225370,E3,0.148964,,0,-1.00
200.834666,bio,0.000000,0.034725,0.818897,0.030316,0.034725,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.618221,3.456448,0.690731,0.006168,0.618221,0.803163,0.030841,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.468149,E1,0.226457,E3,0.147059,,0,-1.00
201.345712,bio,0.000000,0.034869,0.818900,0.030316,0.034869,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.618221,3.456448,0.690733,-0.002474,0.618221,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.472954,E1,0.227864,E3,0.144071,,0,-1.00
201.907169,bio,0.000000,0.035059,0.818897,0.030316,0.035059,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.242428,3.456448,0.690725,0.002440,0.242428,0.803163,0.012200,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.476067,E1,0.229319,E3,0.141891,,0,-1.00
202.446462,bio,0.000000,0.035210,0.818887,0.030316,0.035210,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.242428,3.456448,0.690707,-0.003048,0.242428,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.482365,E1,0.229117,E3,0.138972,,0,-1.00
202.920099,bio,0.000000,0.035308,0.818878,0.030316,0.035308,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.242428,3.456448,0.690689,0.004221,0.242428,0.803163,0.021104,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.485698,E1,0.230665,E3,0.136647,,0,-1.00
203.498556,bio,0.000000,0.035475,0.818868,0.030316,0.035475,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.242428,3.456448,0.690670,-0.001341,0.242428,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.484097,E1,0.232101,E3,0.136755,,0,-1.00
204.063223,bio,0.000000,0.035540,0.818853,0.030316,0.035540,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.124798,3.456448,0.690643,0.000791,1.124798,0.803163,0.003956,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.484032,E1,0.233747,E3,0.136016,,0,-1.00
204.558886,bio,0.000000,0.035694,0.818840,0.030316,0.035694,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.124798,3.456448,0.690620,-0.001373,1.124798,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.480478,E1,0.235938,E3,0.136694,,0,-1.00
205.067863,bio,0.000000,0.035727,0.818827,0.030316,0.035727,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.124798,3.456448,0.690596,0.002130,1.124798,0.803163,0.010652,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.473971,E1,0.238335,E3,0.138691,,0,-1.00
205.583042,bio,0.000000,0.035850,0.818808,0.030316,0.035850,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.124798,3.456448,0.690562,0.002023,1.124798,0.803163,0.010116,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.462875,E1,0.241088,E3,0.142721,,0,-1.00
206.109992,bio,0.000000,0.035922,0.818787,0.030316,0.035922,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.799945,3.456448,0.690524,-0.014039,1.799945,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.464888,E1,0.242494,E3,0.141071,,0,-1.00
206.635644,bio,0.000000,0.036032,0.818764,0.030316,0.036032,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.799945,3.456448,0.690483,0.004607,1.799945,0.803163,0.023035,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.473552,E1,0.238888,E3,0.138636,,0,-1.00
207.151061,bio,0.000000,0.035982,0.818743,0.030316,0.035982,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.799945,3.456448,0.690446,-0.005318,1.799945,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.488642,E1,0.232425,E3,0.134474,,0,-1.00
207.675879,bio,0.000000,0.035942,0.818719,0.030316,0.035942,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.799945,3.456448,0.690404,-0.003384,1.799945,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.498630,E1,0.230337,E3,0.130652,,0,-1.00
208.204613,bio,0.000000,0.035916,0.818692,0.030316,0.035916,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.144385,3.456448,0.690356,0.007922,1.144385,0.803163,0.039612,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.494492,E1,0.230243,E3,0.132678,,0,-1.00
208.733516,bio,0.000000,0.036069,0.818665,0.030316,0.036069,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.144385,3.456448,0.690307,-0.003026,1.144385,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.483464,E1,0.230058,E3,0.138068,,2,-1.00
209.226613,bio,0.331460,0.036036,0.816554,0.030316,0.036036,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.144385,3.456448,0.796618,1.206450,1.144385,0.869456,6.032252,STATE: ICTAL (TOPO-DYNAMIC COLLAPSE),E5,0.373275,E1,0.277622,E3,0.168207,,0,-1.00
209.718140,bio,0.183768,0.036226,0.812137,0.030316,0.036226,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.144385,3.456448,0.713117,0.730207,1.144385,0.839917,3.651036,STATE: ICTAL (TOPO-DYNAMIC COLLAPSE),E5,0.399479,E1,0.261750,E3,0.163215,,4,-1.00
210.251007,bio,0.096954,0.036307,0.806752,0.030316,0.036307,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.248928,2.565158,0.679780,0.197471,0.248928,0.822554,0.987355,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.424349,E1,0.249913,E3,0.156977,,0,-1.00
210.755671,bio,0.052912,0.036417,0.801200,0.030316,0.036417,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.248928,2.565158,0.664006,0.030557,0.248928,0.813746,0.152787,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.436265,E1,0.241717,E3,0.155267,,0,-1.00
211.258644,bio,0.028936,0.036333,0.795901,0.030316,0.036333,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.248928,2.565158,0.653355,-0.046613,0.248928,0.808951,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.460417,E1,0.237316,E3,0.145830,,0,-1.00
211.756876,bio,0.015914,0.036078,0.791075,0.030316,0.036078,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.248928,2.565158,0.644914,-0.093276,0.248928,0.806346,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.466224,E1,0.233098,E3,0.145123,,0,-1.00
212.224885,bio,0.009076,0.036254,0.786807,0.030316,0.036254,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.601040,2.565158,0.637843,-0.122704,0.601040,0.804979,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.465289,E1,0.229811,E3,0.147193,,0,-1.00
212.752057,bio,0.004821,0.036479,0.783123,0.030316,0.036479,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.601040,2.565158,0.631865,-0.146732,0.601040,0.804128,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.446686,E1,0.226087,E3,0.157976,,3,-1.00
213.250869,bio,0.002653,0.036527,0.780007,0.030316,0.036527,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.601040,3.478190,0.626873,-0.166273,0.601040,0.803694,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.460754,E1,0.225394,E3,0.151480,,0,-1.00
213.732411,bio,0.001487,0.036582,0.777416,0.030316,0.036582,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.601040,3.478190,0.622752,-0.182276,0.601040,0.803461,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.471095,E1,0.224780,E3,0.146719,,0,-1.00
214.249768,bio,0.000799,0.036490,0.775296,0.030316,0.036490,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.615578,3.478190,0.619397,-0.196412,1.615578,0.803323,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.489197,E1,0.224715,E3,0.137936,,0,-1.00
214.754340,bio,0.000436,0.036544,0.773591,0.030316,0.036544,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.615578,3.478190,0.616715,-0.208614,1.615578,0.803251,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.485801,E1,0.224196,E3,0.139750,,0,-1.00
215.283498,bio,0.000231,0.036643,0.772249,0.030316,0.036643,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.615578,3.478190,0.614613,-0.216526,1.615578,0.803210,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.476045,E1,0.223847,E3,0.144562,,0,-1.00
215.822399,bio,0.000121,0.036762,0.771215,0.030316,0.036762,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.615578,3.478190,0.613000,-0.212293,1.615578,0.803188,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.462142,E1,0.223723,E3,0.151288,,0,-1.00
216.315686,bio,0.000067,0.036854,0.770435,0.030316,0.036854,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.607970,3.478190,0.611792,-0.193269,1.607970,0.803177,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.466494,E1,0.225605,E3,0.148281,,0,-1.00
216.817794,bio,0.000037,0.036676,0.769871,0.030316,0.036676,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.607970,3.478190,0.610923,-0.158323,1.607970,0.803171,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.464605,E1,0.227204,E3,0.148421,,0,-1.00
217.345192,bio,0.000019,0.036835,0.769481,0.030316,0.036835,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.607970,3.478190,0.610330,-0.104090,1.607970,0.803167,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.462621,E1,0.228526,E3,0.148717,,0,-1.00
217.905688,bio,0.000010,0.036823,0.769229,0.030316,0.036823,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.590637,3.478190,0.609953,-0.062483,0.590637,0.803165,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.468997,E1,0.230059,E3,0.144850,,0,-1.00
218.452199,bio,0.000005,0.036861,0.769092,0.030316,0.036861,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.590637,3.478190,0.609754,-0.034327,0.590637,0.803164,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.474266,E1,0.231303,E3,0.141618,,0,-1.00
218.946977,bio,0.000003,0.036837,0.769039,0.030316,0.036837,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.590637,3.478190,0.609687,-0.008475,0.590637,0.803164,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.472723,E1,0.232048,E3,0.141880,,0,-1.00
219.582393,bio,0.000001,0.037075,0.769051,0.030316,0.037075,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.590637,3.478190,0.609720,0.002337,0.590637,0.803164,0.011683,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.435621,E1,0.230105,E3,0.160490,,0,-1.00
220.095595,bio,0.000001,0.036928,0.769101,0.030316,0.036928,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.253200,3.478190,0.609813,0.009922,0.253200,0.803164,0.049609,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.440185,E1,0.231127,E3,0.157629,,0,-1.00
220.625778,bio,0.000000,0.036940,0.769176,0.030316,0.036940,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.253200,3.478190,0.609943,-0.000585,0.253200,0.803164,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.453183,E1,0.232946,E3,0.150365,,0,-1.00
221.156348,bio,0.000000,0.036949,0.769266,0.030316,0.036949,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.253200,3.478190,0.610095,-0.003875,0.253200,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.450125,E1,0.233601,E3,0.151380,,3,-1.00
221.665978,bio,0.000000,0.037139,0.769366,0.030316,0.037139,0.000000,ONLINE_RIGETTI,0.000000,0.000000,0.253200,4.573828,0.610264,0.000685,0.253200,0.803163,0.003426,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.432844,E1,0.233242,E3,0.159707,,0,-1.00
222.128282,bio,0.000000,0.037111,0.769470,0.030316,0.037111,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.157204,4.573828,0.610436,0.001019,1.157204,0.803163,0.005095,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.427630,E1,0.234151,E3,0.161666,,0,-1.00
222.630526,bio,0.000000,0.037061,0.769573,0.030316,0.037061,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.157204,4.573828,0.610606,0.004073,1.157204,0.803163,0.020365,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.418594,E1,0.234960,E3,0.165503,,0,-1.00
223.164585,bio,0.000000,0.036984,0.769661,0.030316,0.036984,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.157204,4.573828,0.610752,-0.009128,1.157204,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.408182,E1,0.236054,E3,0.169868,,0,-1.00
223.722741,bio,0.000000,0.036852,0.769737,0.030316,0.036852,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.157204,4.573828,0.610880,-0.002789,1.157204,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.396159,E1,0.236868,E3,0.175141,,0,-1.00
224.345923,bio,0.000000,0.037101,0.769801,0.030316,0.037101,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.799701,4.573828,0.610987,0.000738,1.799701,0.803163,0.003691,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.369577,E1,0.224785,E3,0.193522,,0,-1.00
224.953179,bio,0.000000,0.037116,0.769852,0.030316,0.037116,0.000000,ONLINE_RIGETTI,0.000000,0.000000,1.799701,4.573828,0.611073,-0.007291,1.799701,0.803163,0.000000,ALERT: PRE-ICTAL (RICCI DEGRADATION),E5,0.394045,E1,0.218458,E3,0.184834,,0,-1.00
